+-----------------------------+--------------------------------------------------------+------------------------------------+--------+
| Mod name                    | Registry name                                          | Entity class name                  |     ID |
| NetherEx                    | netherex:obsidian_boat                                 | EntityObsidianBoat                 |      2 |
| NetherEx                    | netherex:pigtificate                                   | EntityPigtificate                  |      4 |
| NetherEx                    | netherex:pigtificate_leader                            | EntityPigtificateLeader            |      3 |
| NetherEx                    | netherex:salamander                                    | EntitySalamander                   |      7 |
| NetherEx                    | netherex:spinout                                       | EntitySpinout                      |     11 |
| NetherEx                    | netherex:spore                                         | EntitySpore                        |     13 |
| NetherEx                    | netherex:spore_creeper                                 | EntitySporeCreeper                 |     12 |
| NetherEx                    | netherex:wight                                         | EntityWight                        |      8 |
| OpenBlocks                  | openblocks:cartographer                                | EntityCartographer                 |    705 |
| OpenBlocks                  | openblocks:glyph                                       | EntityGlyph                        |    711 |
| OpenBlocks                  | openblocks:golden_eye                                  | EntityGoldenEye                    |    707 |
| OpenBlocks                  | openblocks:hang_glider                                 | EntityHangGlider                   |    701 |
| OpenBlocks                  | openblocks:item_projectile                             | EntityItemProjectile               |    706 |
| OpenBlocks                  | openblocks:luggage                                     | EntityLuggage                      |    702 |
| OpenBlocks                  | openblocks:magnet                                      | EntityMagnet                       |    703 |
| OpenBlocks                  | openblocks:mini_me                                     | EntityMiniMe                       |    710 |
| OpenBlocks                  | openblocks:mounted_block                               | EntityMountedBlock                 |    704 |
| OpenBlocks                  | openblocks:player_magnet                               | PlayerBound                        |    708 |
| OpenBlocks                  | openblocks:xp_orb_no_fly                               | EntityXPOrbNoFly                   |    709 |
| OpenComputers               | opencomputers:drone                                    | Drone                              |      0 |
| OpenModsLib                 | openmods:block                                         | EntityBlock                        |    804 |
| PortalGun                   | portalgun:entity_portal                                | EntityPortalProjectile             |    800 |
| ProjectE                    | projecte:fire_projectile                               | EntityFireProjectile               |      9 |
| ProjectE                    | projecte:homing_arrow                                  | EntityHomingArrow                  |      8 |
| ProjectE                    | projecte:lava_projectile                               | EntityLavaProjectile               |      2 |
| ProjectE                    | projecte:lens_projectile                               | EntityLensProjectile               |      5 |
| ProjectE                    | projecte:mob_randomizer                                | EntityMobRandomizer                |      4 |
| ProjectE                    | projecte:nova_cataclysm_primed                         | EntityNovaCataclysmPrimed          |      7 |
| ProjectE                    | projecte:nova_catalyst_primed                          | EntityNovaCatalystPrimed           |      6 |
| ProjectE                    | projecte:swrg_projectile                               | EntitySWRGProjectile               |     10 |
| ProjectE                    | projecte:water_projectile                              | EntityWaterProjectile              |      1 |
| Psi                         | psi:spell_charge                                       | EntitySpellCharge                  |      3 |
| Psi                         | psi:spell_circle                                       | EntitySpellCircle                  |      1 |
| Psi                         | psi:spell_grenade                                      | EntitySpellGrenade                 |      2 |
| Psi                         | psi:spell_mine                                         | EntitySpellMine                    |      4 |
| Psi                         | psi:spell_projectile                                   | EntitySpellProjectile              |      0 |
| Psio                        | psicosts:psi_flare                                     | EntityPsiFlare                     |      0 |
| Quark                       | quark:archaeologist                                    | EntityArchaeologist                |     16 |
| Quark                       | quark:arrow_ender                                      | EntityArrowEnder                   |      5 |
| Quark                       | quark:arrow_explosive                                  | EntityArrowExplosive               |      6 |
| Quark                       | quark:arrow_torch                                      | EntityArrowTorch                   |      7 |
| Quark                       | quark:ashen                                            | EntityAshen                        |      1 |
| Quark                       | quark:chest_passenger                                  | EntityChestPassenger               |     13 |
| Quark                       | quark:colored_item_frame                               | EntityColoredItemFrame             |      0 |
| Quark                       | quark:crab                                             | EntityCrab                         |     22 |
| Quark                       | quark:dragon_breath_bottle                             | EntityDragonBreathBottle           |     11 |
| Quark                       | quark:dweller                                          | EntityDweller                      |      2 |
| Quark                       | quark:flat_item_frame                                  | EntityFlatItemFrame                |      9 |
| Quark                       | quark:foxhound                                         | EntityFoxhound                     |     21 |
| Quark                       | quark:frog                                             | EntityFrog                         |     18 |
| Quark                       | quark:glass_item_frame                                 | EntityGlassItemFrame               |     10 |
| Quark                       | quark:gravisand                                        | EntityGravisand                    |     23 |
| Quark                       | quark:leash_knot                                       | EntityLeashKnot2TheKnotting        |     19 |
| Quark                       | quark:parrot_egg                                       | EntityParrotEgg                    |     14 |
| Quark                       | quark:pickarang                                        | EntityPickarang                    |     20 |
| Quark                       | quark:seat                                             | Seat                               |     12 |
| Quark                       | quark:soul_powder                                      | EntitySoulPowder                   |      8 |
| Quark                       | quark:stoneling                                        | EntityStoneling                    |     17 |
| Quark                       | quark:wraith                                           | EntityWraith                       |      4 |
| Random Things               | randomthings:artificialendportal                       | EntityArtificialEndPortal          |      3 |
| Random Things               | randomthings:eclipsedclock                             | EntityEclipsedClock                |     13 |
| Random Things               | randomthings:fallingblockspecial                       | EntityFallingBlockSpecial          |      6 |
| Random Things               | randomthings:floofireplace                             | EntityTemporaryFlooFireplace       |      5 |
| Random Things               | randomthings:goldenchicken                             | EntityGoldenChicken                |      7 |
| Random Things               | randomthings:goldenegg                                 | EntityGoldenEgg                    |      8 |
| Random Things               | randomthings:playersoul                                | EntitySoul                         |      0 |
| Random Things               | randomthings:projecteditem                             | EntityProjectedItem                |      4 |
| Random Things               | randomthings:revivecircle                              | EntityReviveCircle                 |      1 |
| Random Things               | randomthings:spectreilluminator                        | EntitySpectreIlluminator           |     12 |
| Random Things               | randomthings:spirit                                    | EntitySpirit                       |      2 |
| Random Things               | randomthings:thrownweatheregg                          | EntityThrownWeatherEgg             |      9 |
| Random Things               | randomthings:timeaccelerator                           | EntityTimeAccelerator              |     11 |
| Random Things               | randomthings:weathercloud                              | EntityWeatherCloud                 |     10 |
| Realistic Item Drops        | realdrops:item_loot                                    | EntityItemLoot                     |      0 |
| Reliquary                   | xreliquary:blaze_shot                                  | EntityBlazeShot                    |      5 |
| Reliquary                   | xreliquary:buster_shot                                 | EntityBusterShot                   |      8 |
| Reliquary                   | xreliquary:concussive_shot                             | EntityConcussiveShot               |      7 |
| Reliquary                   | xreliquary:ender_shot                                  | EntityEnderShot                    |      6 |
| Reliquary                   | xreliquary:ender_staff_projectile                      | EntityEnderStaffProjectile         |     23 |
| Reliquary                   | xreliquary:exorcism_shot                               | EntityExorcismShot                 |      4 |
| Reliquary                   | xreliquary:hand_grenade                                | EntityHolyHandGrenade              |      0 |
| Reliquary                   | xreliquary:holy_water                                  | EntityGlowingWater                 |      1 |
| Reliquary                   | xreliquary:kraken_slime                                | EntityKrakenSlime                  |     22 |
| Reliquary                   | xreliquary:lyssa_hook                                  | EntityLyssaHook                    |     14 |
| Reliquary                   | xreliquary:neutral_shot                                | EntityNeutralShot                  |      3 |
| Reliquary                   | xreliquary:sand_shot                                   | EntitySandShot                     |     10 |
| Reliquary                   | xreliquary:seeker_shot                                 | EntitySeekerShot                   |      9 |
| Reliquary                   | xreliquary:special_snowball                            | EntitySpecialSnowball              |      2 |
| Reliquary                   | xreliquary:storm_shot                                  | EntityStormShot                    |     11 |
| Reliquary                   | xreliquary:thrown_aphrodite                            | EntityAttractionPotion             |     12 |
| Reliquary                   | xreliquary:thrown_fertility                            | EntityFertilePotion                |     21 |
| Reliquary                   | xreliquary:thrown_potion                               | EntityThrownXRPotion               |     13 |
| Reliquary                   | xreliquary:tipped arrow                                | EntityXRTippedArrow                |     24 |
| Scaling Health              | scalinghealth:blightfire                               | EntityBlightFire                   |      0 |
| Silent's Gems               | silentgems:chaosprojectile                             | EntityChaosProjectile              |      0 |
| Silent's Gems               | silentgems:chaosprojectilehoming                       | EntityChaosProjectileHoming        |      1 |
| Silent's Gems               | silentgems:chaosprojectilescatter                      | EntityChaosProjectileScatter       |      3 |
| Silent's Gems               | silentgems:chaosprojectilesweep                        | EntityChaosProjectileSweep         |      2 |
| Silent's Gems               | silentgems:enderslime                                  | EntityEnderSlime                   |      5 |
| Silent's Gems               | silentgems:gemarrow                                    | EntityGemArrow                     |      6 |
| Silent's Gems               | silentgems:throwntomahawk                              | EntityThrownTomahawk               |      4 |
| Spiders 2.0                 | spiderstpo:better_cave_spider                          | BetterCaveSpiderEntity             |      1 |
| Spiders 2.0                 | spiderstpo:better_spider                               | BetterSpiderEntity                 |      0 |
| The Aurorian                | theaurorian:aurorianpig                                | AurorianPig_Entity                 |      7 |
| The Aurorian                | theaurorian:aurorianrabbit                             | AurorianRabbit_Entity              |      5 |
| The Aurorian                | theaurorian:auroriansheep                              | AurorianSheep_Entity               |      6 |
| The Aurorian                | theaurorian:aurorianslime                              | AurorianSlime_Entity               |      8 |
| The Aurorian                | theaurorian:ceruleanarrow                              | CeruleanArrow_Entity               |     10 |
| The Aurorian                | theaurorian:crystalarrow                               | CrystalArrow_Entity                |     17 |
| The Aurorian                | theaurorian:crystallinebeam                            | CrystallineBeam_Entity             |     12 |
| The Aurorian                | theaurorian:crystallinesprite                          | CrystallineSprite_Entity           |     11 |
| The Aurorian                | theaurorian:disturbedhollow                            | DisturbedHollow_Entity             |      0 |
| The Aurorian                | theaurorian:moonacolyte                                | MoonAcolyte_Entity                 |      3 |
| The Aurorian                | theaurorian:moonqueen                                  | MoonQueen_Entity                   |      4 |
| The Aurorian                | theaurorian:runestonedungeonkeeper                     | Keeper_Entity                      |      1 |
| The Aurorian                | theaurorian:spider                                     | Spider_Entity                      |     14 |
| The Aurorian                | theaurorian:spiderling                                 | Spiderling_Entity                  |     16 |
| The Aurorian                | theaurorian:spirit                                     | Spirit_Entity                      |     13 |
| The Aurorian                | theaurorian:stickyspiker                               | StickySpiker_Entity                |      9 |
| The Aurorian                | theaurorian:undeadknight                               | UndeadKnight_Entity                |      2 |
| The Aurorian                | theaurorian:webbing                                    | Webbing_Entity                     |     15 |
| The Betweenlands            | thebetweenlands:angler                                 | EntityAngler                       |      2 |
| The Betweenlands            | thebetweenlands:angry_pebble                           | EntityAngryPebble                  |     61 |
| The Betweenlands            | thebetweenlands:ash_sprite                             | EntityAshSprite                    |    113 |
| The Betweenlands            | thebetweenlands:barrishee                              | EntityBarrishee                    |    111 |
| The Betweenlands            | thebetweenlands:betweenstone_pebble                    | EntityBetweenstonePebble           |    148 |
| The Betweenlands            | thebetweenlands:bl_arrow                               | EntityBLArrow                      |     23 |
| The Betweenlands            | thebetweenlands:bl_elexir                              | EntityElixir                       |     70 |
| The Betweenlands            | thebetweenlands:blind_cave_fish                        | EntityBlindCaveFish                |     33 |
| The Betweenlands            | thebetweenlands:blood_snail                            | EntityBloodSnail                   |     18 |
| The Betweenlands            | thebetweenlands:boulder_sprite                         | EntityBoulderSprite                |     79 |
| The Betweenlands            | thebetweenlands:cc_ground_spawner                      | EntityCCGroundSpawner              |    123 |
| The Betweenlands            | thebetweenlands:chiromaw                               | EntityChiromaw                     |     35 |
| The Betweenlands            | thebetweenlands:chiromaw_droppings                     | EntityChiromawDroppings            |    152 |
| The Betweenlands            | thebetweenlands:chiromaw_greebling_rider               | EntityChiromawGreeblingRider       |    145 |
| The Betweenlands            | thebetweenlands:chiromaw_hatchling                     | EntityChiromawHatchling            |    153 |
| The Betweenlands            | thebetweenlands:chiromaw_matriarch                     | EntityChiromawMatriarch            |    150 |
| The Betweenlands            | thebetweenlands:chiromaw_tame                          | EntityChiromawTame                 |    154 |
| The Betweenlands            | thebetweenlands:crypt_crawler                          | EntityCryptCrawler                 |    109 |
| The Betweenlands            | thebetweenlands:dark_druid                             | EntityDarkDruid                    |      0 |
| The Betweenlands            | thebetweenlands:decay_pit_target                       | EntityDecayPitTarget               |    115 |
| The Betweenlands            | thebetweenlands:draeton                                | EntityDraeton                      |    141 |
| The Betweenlands            | thebetweenlands:draeton_chiromaw_tamed                 | EntityPullerChiromaw               |    144 |
| The Betweenlands            | thebetweenlands:draeton_dragonfly                      | EntityPullerDragonfly              |    142 |
| The Betweenlands            | thebetweenlands:draeton_firefly                        | EntityPullerFirefly                |    143 |
| The Betweenlands            | thebetweenlands:dragonfly                              | EntityDragonFly                    |     16 |
| The Betweenlands            | thebetweenlands:dreadful_mummy                         | EntityDreadfulMummy                |     71 |
| The Betweenlands            | thebetweenlands:emberling                              | EntityEmberling                    |    128 |
| The Betweenlands            | thebetweenlands:emberling_shaman                       | EntityEmberlingShaman              |    124 |
| The Betweenlands            | thebetweenlands:false_xp                               | EntityFalseXPOrb                   |    139 |
| The Betweenlands            | thebetweenlands:firefly                                | EntityFirefly                      |     10 |
| The Betweenlands            | thebetweenlands:flame_jet                              | EntityFlameJet                     |    126 |
| The Betweenlands            | thebetweenlands:fortress_boss                          | EntityFortressBoss                 |     62 |
| The Betweenlands            | thebetweenlands:fortress_boss_blockade                 | EntityFortressBossBlockade         |     65 |
| The Betweenlands            | thebetweenlands:fortress_boss_projectile               | EntityFortressBossProjectile       |     66 |
| The Betweenlands            | thebetweenlands:fortress_boss_spawner                  | EntityFortressBossSpawner          |     64 |
| The Betweenlands            | thebetweenlands:fortress_boss_teleporter               | EntityFortressBossTeleporter       |     68 |
| The Betweenlands            | thebetweenlands:fortress_boss_turret                   | EntityFortressBossTurret           |     67 |
| The Betweenlands            | thebetweenlands:frog                                   | EntityFrog                         |     37 |
| The Betweenlands            | thebetweenlands:gallery_frame                          | EntityGalleryFrame                 |    132 |
| The Betweenlands            | thebetweenlands:gas_cloud                              | EntityGasCloud                     |     42 |
| The Betweenlands            | thebetweenlands:gecko                                  | EntityGecko                        |     27 |
| The Betweenlands            | thebetweenlands:grapping_hook_node                     | EntityGrapplingHookNode            |     58 |
| The Betweenlands            | thebetweenlands:greebling                              | EntityGreebling                    |     77 |
| The Betweenlands            | thebetweenlands:greebling_corpse                       | EntityGreeblingCorpse              |    155 |
| The Betweenlands            | thebetweenlands:greebling_volarpad_floater             | EntityGreeblingVolarpadFloater     |    147 |
| The Betweenlands            | thebetweenlands:large_sludge_worm                      | EntityLargeSludgeWorm              |     95 |
| The Betweenlands            | thebetweenlands:leech                                  | EntityLeech                        |     14 |
| The Betweenlands            | thebetweenlands:lightning                              | EntityBLLightningBolt              |    137 |
| The Betweenlands            | thebetweenlands:lurker                                 | EntityLurker                       |     25 |
| The Betweenlands            | thebetweenlands:lurker_skin_raft                       | EntityLurkerSkinRaft               |    100 |
| The Betweenlands            | thebetweenlands:mire_snail                             | EntityMireSnail                    |     20 |
| The Betweenlands            | thebetweenlands:mire_snail_egg                         | EntityMireSnailEgg                 |     22 |
| The Betweenlands            | thebetweenlands:moving_spawner_hole                    | EntityMovingSpawnerHole            |    105 |
| The Betweenlands            | thebetweenlands:moving_wall                            | EntityMovingWall                   |    127 |
| The Betweenlands            | thebetweenlands:multipart_dummy                        | EntityMultipartDummy               |    140 |
| The Betweenlands            | thebetweenlands:mummy_arm                              | EntityMummyArm                     |     60 |
| The Betweenlands            | thebetweenlands:peat_mummy                             | EntityPeatMummy                    |     52 |
| The Betweenlands            | thebetweenlands:predator_arrow_guide                   | EntityPredatorArrowGuide           |     90 |
| The Betweenlands            | thebetweenlands:pyrad                                  | EntityPyrad                        |     49 |
| The Betweenlands            | thebetweenlands:pyrad_flame                            | EntityPyradFlame                   |     51 |
| The Betweenlands            | thebetweenlands:resurrection                           | EntityResurrection                 |    138 |
| The Betweenlands            | thebetweenlands:root_grabber                           | EntityRootGrabber                  |     86 |
| The Betweenlands            | thebetweenlands:root_sprite                            | EntityRootSprite                   |     88 |
| The Betweenlands            | thebetweenlands:rope_node                              | EntityRopeNode                     |     57 |
| The Betweenlands            | thebetweenlands:sap_spit                               | EntitySapSpit                      |     84 |
| The Betweenlands            | thebetweenlands:shambler                               | EntityShambler                     |    101 |
| The Betweenlands            | thebetweenlands:shock                                  | EntityShock                        |    136 |
| The Betweenlands            | thebetweenlands:shockwave_block                        | EntityShockwaveBlock               |     41 |
| The Betweenlands            | thebetweenlands:shockwave_sword_item                   | EntityShockwaveSwordItem           |     40 |
| The Betweenlands            | thebetweenlands:silt_crab                              | EntitySiltCrab                     |     47 |
| The Betweenlands            | thebetweenlands:sludge                                 | EntitySludge                       |      4 |
| The Betweenlands            | thebetweenlands:sludge_ball                            | EntitySludgeBall                   |     73 |
| The Betweenlands            | thebetweenlands:sludge_jet                             | EntitySludgeJet                    |    116 |
| The Betweenlands            | thebetweenlands:sludge_menace                          | EntitySludgeMenace                 |    133 |
| The Betweenlands            | thebetweenlands:sludge_menace_multipart_dummy          | DummyPart                          |    135 |
| The Betweenlands            | thebetweenlands:sludge_wall_jet                        | EntitySludgeWallJet                |    120 |
| The Betweenlands            | thebetweenlands:small_sludge_worm                      | EntitySludgeWorm                   |     91 |
| The Betweenlands            | thebetweenlands:smoll_sludge                           | EntitySmollSludge                  |     75 |
| The Betweenlands            | thebetweenlands:snail_poison_jet                       | EntitySnailPoisonJet               |     24 |
| The Betweenlands            | thebetweenlands:spike_wave                             | EntitySpikeWave                    |     85 |
| The Betweenlands            | thebetweenlands:spirit_tree_face_large                 | EntitySpiritTreeFaceLarge          |     82 |
| The Betweenlands            | thebetweenlands:spirit_tree_face_mask                  | EntitySpiritTreeFaceMask           |     87 |
| The Betweenlands            | thebetweenlands:spirit_tree_face_small                 | EntitySpiritTreeFaceSmall          |     81 |
| The Betweenlands            | thebetweenlands:splodeshroom                           | EntitySplodeshroom                 |    121 |
| The Betweenlands            | thebetweenlands:spore_jet                              | EntitySporeJet                     |     74 |
| The Betweenlands            | thebetweenlands:sporeling                              | EntitySporeling                    |     12 |
| The Betweenlands            | thebetweenlands:stalker                                | EntityStalker                      |    156 |
| The Betweenlands            | thebetweenlands:swamp_hag                              | EntitySwampHag                     |      6 |
| The Betweenlands            | thebetweenlands:swarm                                  | EntitySwarm                        |    158 |
| The Betweenlands            | thebetweenlands:sword_energy                           | EntitySwordEnergy                  |     39 |
| The Betweenlands            | thebetweenlands:tamed_spirit_tree_face                 | EntityTamedSpiritTreeFace          |     83 |
| The Betweenlands            | thebetweenlands:tar_beast                              | EntityTarBeast                     |     45 |
| The Betweenlands            | thebetweenlands:tarminion                              | EntityTarminion                    |     54 |
| The Betweenlands            | thebetweenlands:termite                                | EntityTermite                      |     29 |
| The Betweenlands            | thebetweenlands:thrown_tarminion                       | EntityThrownTarminion              |     56 |
| The Betweenlands            | thebetweenlands:tiny_sludge_worm                       | EntityTinySludgeWorm               |     93 |
| The Betweenlands            | thebetweenlands:tiny_sludge_worm_helper                | EntityTinySludgeWormHelper         |     98 |
| The Betweenlands            | thebetweenlands:tiny_worm_egg_sac                      | EntityTinyWormEggSac               |     97 |
| The Betweenlands            | thebetweenlands:toad                                   | EntityGiantToad                    |     31 |
| The Betweenlands            | thebetweenlands:triggered_falling_block                | EntityTriggeredFallingBlock        |    117 |
| The Betweenlands            | thebetweenlands:triggered_sludge_wall_jet              | EntityTriggeredSludgeWallJet       |    118 |
| The Betweenlands            | thebetweenlands:volarkite                              | EntityVolarkite                    |     59 |
| The Betweenlands            | thebetweenlands:volatile_soul                          | EntityVolatileSoul                 |     44 |
| The Betweenlands            | thebetweenlands:wall_lamprey                           | EntityWallLamprey                  |    103 |
| The Betweenlands            | thebetweenlands:wall_living_root                       | EntityWallLivingRoot               |    107 |
| The Betweenlands            | thebetweenlands:weedwood_rowboat                       | EntityWeedwoodRowboat              |     69 |
| The Betweenlands            | thebetweenlands:wight                                  | EntityWight                        |      8 |
| The Betweenlands            | thebetweenlands:wild_emberling                         | EntityEmberlingWild                |    130 |
| The Betweenlands            | thebetweenlands:worm_ground_spawner                    | EntityWormGroundSpawner            |    149 |
| The Gaia Dimension          | gaiadimension:agate_arrow                              | GDAgateArrowEntity                 |      1 |
| The Gaia Dimension          | gaiadimension:agate_golem                              | GDAgateGolem                       |     11 |
| The Gaia Dimension          | gaiadimension:ancient_lagrahk                          | GDAncientLagrahk                   |     12 |
| The Gaia Dimension          | gaiadimension:archaic_warrior                          | GDArchaicWarrior                   |     23 |
| The Gaia Dimension          | gaiadimension:bismuth_uletrus                          | GDBismuthUletrus                   |     22 |
| The Gaia Dimension          | gaiadimension:blue_howlite_wolf                        | GDBlueHowliteWolf                  |     26 |
| The Gaia Dimension          | gaiadimension:cavern_tick                              | GDCavernTick                       |     25 |
| The Gaia Dimension          | gaiadimension:contorted_naga                           | GDContortedNaga                    |     18 |
| The Gaia Dimension          | gaiadimension:corrupt_sapper                           | GDCorruptSapper                    |     17 |
| The Gaia Dimension          | gaiadimension:crystal_golem                            | GDCrystalGolem                     |     13 |
| The Gaia Dimension          | gaiadimension:growth_sapper                            | GDGrowthSapper                     |      2 |
| The Gaia Dimension          | gaiadimension:howlite_wolf                             | GDHowliteWolf                      |      4 |
| The Gaia Dimension          | gaiadimension:lesser_shockshooter                      | GDLesserShockshooter               |     20 |
| The Gaia Dimension          | gaiadimension:lesser_spitfire                          | GDLesserSpitfire                   |     19 |
| The Gaia Dimension          | gaiadimension:malachite_guard                          | GDMalachiteGuard                   |     27 |
| The Gaia Dimension          | gaiadimension:markuzar_plant                           | GDMarkuzarPlant                    |      9 |
| The Gaia Dimension          | gaiadimension:mineral_arenthis                         | GDMineralArenthis                  |     21 |
| The Gaia Dimension          | gaiadimension:muckling                                 | GDMuckling                         |      8 |
| The Gaia Dimension          | gaiadimension:mutant_growth_extractor                  | GDMutantGrowthExtractor            |      3 |
| The Gaia Dimension          | gaiadimension:nomadic_lagrahk                          | GDNomadicLagrahk                   |     15 |
| The Gaia Dimension          | gaiadimension:primal_beast                             | GDPrimalBeast                      |     24 |
| The Gaia Dimension          | gaiadimension:rocky_luggeroth                          | GDRockyLuggeroth                   |      6 |
| The Gaia Dimension          | gaiadimension:rugged_lurmorus                          | GDRuggedLurmorus                   |     10 |
| The Gaia Dimension          | gaiadimension:saltion                                  | GDSaltion                          |     14 |
| The Gaia Dimension          | gaiadimension:shallow_arenthis                         | GDShallowArenthis                  |     16 |
| The Gaia Dimension          | gaiadimension:shalurker                                | GDShalurker                        |      7 |
| The Gaia Dimension          | gaiadimension:spellbound_elemental                     | GDSpellElement                     |      5 |
| The Gaia Dimension          | gaiadimension:thrown_pebble                            | GDThrownPebble                     |      0 |
| The Twilight Forest         | twilightforest:adherent                                | EntityTFAdherent                   |     56 |
| The Twilight Forest         | twilightforest:armored_giant                           | EntityTFArmoredGiant               |     53 |
| The Twilight Forest         | twilightforest:bighorn_sheep                           | EntityTFBighorn                    |      1 |
| The Twilight Forest         | twilightforest:blockchain_goblin                       | EntityTFBlockGoblin                |     39 |
| The Twilight Forest         | twilightforest:boggard                                 | EntityTFBoggard                    |     78 |
| The Twilight Forest         | twilightforest:bunny                                   | EntityTFBunny                      |     17 |
| The Twilight Forest         | twilightforest:castle_guardian                         | EntityTFCastleGuardian             |     58 |
| The Twilight Forest         | twilightforest:chain_block                             | EntityTFChainBlock                 |     75 |
| The Twilight Forest         | twilightforest:charm_effect                            | EntityTFCharmEffect                |     68 |
| The Twilight Forest         | twilightforest:cube_of_annihilation                    | EntityTFCubeOfAnnihilation         |     76 |
| The Twilight Forest         | twilightforest:death_tome                              | EntityTFDeathTome                  |     22 |
| The Twilight Forest         | twilightforest:deer                                    | EntityTFDeer                       |      2 |
| The Twilight Forest         | twilightforest:falling_ice                             | EntityTFFallingIce                 |     70 |
| The Twilight Forest         | twilightforest:fire_beetle                             | EntityTFFireBeetle                 |     25 |
| The Twilight Forest         | twilightforest:firefly                                 | EntityTFMobileFirefly              |     32 |
| The Twilight Forest         | twilightforest:giant_miner                             | EntityTFGiantMiner                 |     52 |
| The Twilight Forest         | twilightforest:goblin_knight_lower                     | EntityTFGoblinKnightLower          |     41 |
| The Twilight Forest         | twilightforest:goblin_knight_upper                     | EntityTFGoblinKnightUpper          |     40 |
| The Twilight Forest         | twilightforest:harbinger_cube                          | EntityTFHarbingerCube              |     55 |
| The Twilight Forest         | twilightforest:hedge_spider                            | EntityTFHedgeSpider                |      9 |
| The Twilight Forest         | twilightforest:helmet_crab                             | EntityTFHelmetCrab                 |     42 |
| The Twilight Forest         | twilightforest:hostile_wolf                            | EntityTFHostileWolf                |      7 |
| The Twilight Forest         | twilightforest:hydra                                   | EntityTFHydra                      |     10 |
| The Twilight Forest         | twilightforest:hydra_head                              | EntityTFHydraHead                  |     59 |
| The Twilight Forest         | twilightforest:hydra_mortar                            | EntityTFHydraMortar                |     64 |
| The Twilight Forest         | twilightforest:ice_arrow                               | EntityIceArrow                     |     73 |
| The Twilight Forest         | twilightforest:ice_crystal                             | EntityTFIceCrystal                 |     54 |
| The Twilight Forest         | twilightforest:ice_snowball                            | EntityTFIceSnowball                |     74 |
| The Twilight Forest         | twilightforest:king_spider                             | EntityTFKingSpider                 |     31 |
| The Twilight Forest         | twilightforest:knight_phantom                          | EntityTFKnightPhantom              |     43 |
| The Twilight Forest         | twilightforest:kobold                                  | EntityTFKobold                     |     20 |
| The Twilight Forest         | twilightforest:lich                                    | EntityTFLich                       |     11 |
| The Twilight Forest         | twilightforest:lich_bolt                               | EntityTFLichBolt                   |     61 |
| The Twilight Forest         | twilightforest:lich_bomb                               | EntityTFLichBomb                   |     65 |
| The Twilight Forest         | twilightforest:lich_minion                             | EntityTFLichMinion                 |     13 |
| The Twilight Forest         | twilightforest:loyal_zombie                            | EntityTFLoyalZombie                |     14 |
| The Twilight Forest         | twilightforest:maze_slime                              | EntityTFMazeSlime                  |     28 |
| The Twilight Forest         | twilightforest:mini_ghast                              | EntityTFMiniGhast                  |     33 |
| The Twilight Forest         | twilightforest:minoshroom                              | EntityTFMinoshroom                 |     24 |
| The Twilight Forest         | twilightforest:minotaur                                | EntityTFMinotaur                   |     23 |
| The Twilight Forest         | twilightforest:mist_wolf                               | EntityTFMistWolf                   |     30 |
| The Twilight Forest         | twilightforest:moonworm_shot                           | EntityTFMoonwormShot               |     66 |
| The Twilight Forest         | twilightforest:mosquito_swarm                          | EntityTFMosquitoSwarm              |     21 |
| The Twilight Forest         | twilightforest:naga                                    | EntityTFNaga                       |      5 |
| The Twilight Forest         | twilightforest:nature_bolt                             | EntityTFNatureBolt                 |     60 |
| The Twilight Forest         | twilightforest:penguin                                 | EntityTFPenguin                    |     12 |
| The Twilight Forest         | twilightforest:pinch_beetle                            | EntityTFPinchBeetle                |     27 |
| The Twilight Forest         | twilightforest:quest_ram                               | EntityTFQuestRam                   |     19 |
| The Twilight Forest         | twilightforest:raven                                   | EntityTFRaven                      |     18 |
| The Twilight Forest         | twilightforest:redcap                                  | EntityTFRedcap                     |      3 |
| The Twilight Forest         | twilightforest:redcap_sapper                           | EntityTFRedcapSapper               |     29 |
| The Twilight Forest         | twilightforest:rising_zombie                           | EntityTFRisingZombie               |     79 |
| The Twilight Forest         | twilightforest:roving_cube                             | EntityTFRovingCube                 |     57 |
| The Twilight Forest         | twilightforest:seeker_arrow                            | EntitySeekerArrow                  |     72 |
| The Twilight Forest         | twilightforest:skeleton_druid                          | EntityTFSkeletonDruid              |      6 |
| The Twilight Forest         | twilightforest:slider                                  | EntityTFSlideBlock                 |     77 |
| The Twilight Forest         | twilightforest:slime_beetle                            | EntityTFSlimeBeetle                |     26 |
| The Twilight Forest         | twilightforest:slime_blob                              | EntityTFSlimeProjectile            |     67 |
| The Twilight Forest         | twilightforest:snow_guardian                           | EntityTFSnowGuardian               |     47 |
| The Twilight Forest         | twilightforest:snow_queen                              | EntityTFSnowQueen                  |     50 |
| The Twilight Forest         | twilightforest:squirrel                                | EntityTFSquirrel                   |     16 |
| The Twilight Forest         | twilightforest:stable_ice_core                         | EntityTFIceShooter                 |     48 |
| The Twilight Forest         | twilightforest:swarm_spider                            | EntityTFSwarmSpider                |      4 |
| The Twilight Forest         | twilightforest:thrown_ice                              | EntityTFIceBomb                    |     71 |
| The Twilight Forest         | twilightforest:thrown_wep                              | EntityTFThrownWep                  |     69 |
| The Twilight Forest         | twilightforest:tiny_bird                               | EntityTFTinyBird                   |     15 |
| The Twilight Forest         | twilightforest:tome_bolt                               | EntityTFTomeBolt                   |     63 |
