+-------------------------------------------------------------------------+--------------------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+-------------------------------------------------------------------+
| ID                                                                      | Name                                                               | Description                                                                                                                                                                                                                                                                                                                                                                                                      | Parent                                                            |
| twilightforest:alt/compat/ie_shaders                                    | twilightforest:alt/compat/ie_shaders                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/compat/tconstruct                                    | twilightforest:alt/compat/tconstruct                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/adherent                                    | twilightforest:alt/entities/adherent                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/animals                                     | twilightforest:alt/entities/animals                                | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/armored_giant                               | twilightforest:alt/entities/armored_giant                          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/arthopods                                   | twilightforest:alt/entities/arthopods                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/bighorn_sheep                               | twilightforest:alt/entities/bighorn_sheep                          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/blockchain_goblin                           | twilightforest:alt/entities/blockchain_goblin                      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/bunny                                       | twilightforest:alt/entities/bunny                                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/castle_guardian                             | twilightforest:alt/entities/castle_guardian                        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/death_tome                                  | twilightforest:alt/entities/death_tome                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/deer                                        | twilightforest:alt/entities/deer                                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/fire_beetle                                 | twilightforest:alt/entities/fire_beetle                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/ghasts                                      | twilightforest:alt/entities/ghasts                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/giant_miner                                 | twilightforest:alt/entities/giant_miner                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/giants                                      | twilightforest:alt/entities/giants                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/goblin_knight                               | twilightforest:alt/entities/goblin_knight                          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/goblins                                     | twilightforest:alt/entities/goblins                                | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/harbinger_cube                              | twilightforest:alt/entities/harbinger_cube                         | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/hedge_spider                                | twilightforest:alt/entities/hedge_spider                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/helmet_crab                                 | twilightforest:alt/entities/helmet_crab                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/hostile_wolf                                | twilightforest:alt/entities/hostile_wolf                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/hydra                                       | twilightforest:alt/entities/hydra                                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/ice_cores                                   | twilightforest:alt/entities/ice_cores                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/ice_crystal                                 | twilightforest:alt/entities/ice_crystal                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/king_spider                                 | twilightforest:alt/entities/king_spider                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/knight_phantom                              | twilightforest:alt/entities/knight_phantom                         | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/kobold                                      | twilightforest:alt/entities/kobold                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/lich                                        | twilightforest:alt/entities/lich                                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/lich_zombies                                | twilightforest:alt/entities/lich_zombies                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/maze_slime                                  | twilightforest:alt/entities/maze_slime                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/mini_ghast                                  | twilightforest:alt/entities/mini_ghast                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/minoshroom                                  | twilightforest:alt/entities/minoshroom                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/minotaur                                    | twilightforest:alt/entities/minotaur                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/mist_wolf                                   | twilightforest:alt/entities/mist_wolf                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/mosquito_swarm                              | twilightforest:alt/entities/mosquito_swarm                         | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/naga                                        | twilightforest:alt/entities/naga                                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/penguin                                     | twilightforest:alt/entities/penguin                                | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/pinch_beetle                                | twilightforest:alt/entities/pinch_beetle                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/raven                                       | twilightforest:alt/entities/raven                                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/redcap                                      | twilightforest:alt/entities/redcap                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/redcap_sapper                               | twilightforest:alt/entities/redcap_sapper                          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/roving_cube                                 | twilightforest:alt/entities/roving_cube                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/skeleton_druid                              | twilightforest:alt/entities/skeleton_druid                         | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/slider                                      | twilightforest:alt/entities/slider                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/slime_beetle                                | twilightforest:alt/entities/slime_beetle                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/snow_guardian                               | twilightforest:alt/entities/snow_guardian                          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/snow_queen                                  | twilightforest:alt/entities/snow_queen                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/squirrel                                    | twilightforest:alt/entities/squirrel                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/stable_ice_core                             | twilightforest:alt/entities/stable_ice_core                        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/swarm_spider                                | twilightforest:alt/entities/swarm_spider                           | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/tiny_bird                                   | twilightforest:alt/entities/tiny_bird                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/tower_broodling                             | twilightforest:alt/entities/tower_broodling                        | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/tower_ghast                                 | twilightforest:alt/entities/tower_ghast                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/tower_golem                                 | twilightforest:alt/entities/tower_golem                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/tower_termite                               | twilightforest:alt/entities/tower_termite                          | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/troll                                       | twilightforest:alt/entities/troll                                  | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/undead                                      | twilightforest:alt/entities/undead                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/unstable_ice_core                           | twilightforest:alt/entities/unstable_ice_core                      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/ur_ghast                                    | twilightforest:alt/entities/ur_ghast                               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/wild_boar                                   | twilightforest:alt/entities/wild_boar                              | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/winter_wolf                                 | twilightforest:alt/entities/winter_wolf                            | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/wolves                                      | twilightforest:alt/entities/wolves                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/wraith                                      | twilightforest:alt/entities/wraith                                 | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/yeti                                        | twilightforest:alt/entities/yeti                                   | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/entities/yeti_alpha                                  | twilightforest:alt/entities/yeti_alpha                             | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/major_landmarks/dark_tower                           | twilightforest:alt/major_landmarks/dark_tower                      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/major_landmarks/final_castle                         | twilightforest:alt/major_landmarks/final_castle                    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/major_landmarks/giant_cloud                          | twilightforest:alt/major_landmarks/giant_cloud                     | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/major_landmarks/hedge_maze                           | twilightforest:alt/major_landmarks/hedge_maze                      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/major_landmarks/hollow_hills                         | twilightforest:alt/major_landmarks/hollow_hills                    | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/major_landmarks/hydra_lair                           | twilightforest:alt/major_landmarks/hydra_lair                      | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/major_landmarks/ice_tower                            | twilightforest:alt/major_landmarks/ice_tower                       | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
| twilightforest:alt/major_landmarks/knight_stronghold                    | twilightforest:alt/major_landmarks/knight_stronghold               | <null>                                                                                                                                                                                                                                                                                                                                                                                                           | twilightforest:alt/root                                           |
